date,store_nbr,transactions
2013-07-06,34,2746.0
2013-07-06,35,591.0
2013-07-06,36,1060.0
2013-07-06,37,1616.0
2013-07-06,38,2228.0
2013-07-06,39,1748.0
2013-07-06,40,1296.0
2013-07-06,41,1037.0
2013-07-06,43,1304.0
2013-07-06,44,4665.0
2013-07-06,45,4170.0
2013-07-06,46,4525.0
2013-07-06,47,4239.0
2013-07-06,48,3710.0
2013-07-06,49,2518.0
2013-07-06,50,3391.0
2013-07-06,51,2038.0
2013-07-06,54,941.0
2013-07-07,1,485.0
2013-07-07,2,1942.0
2013-07-07,3,3437.0
2013-07-07,4,1695.0
2013-07-07,5,1595.0
2013-07-07,6,2171.0
2013-07-07,7,1353.0
2013-07-07,8,2728.0
2013-07-07,9,2427.0
2013-07-07,10,1104.0
2013-07-07,11,2393.0
2013-07-07,12,1219.0
2013-07-07,13,958.0
2013-07-07,14,1140.0
2013-07-07,15,1178.0
2013-07-07,16,1229.0
2013-07-07,17,1343.0
2013-07-07,18,1386.0
2013-07-07,19,1034.0
2013-07-07,23,1152.0
2013-07-07,24,1934.0
2013-07-07,25,651.0
2013-07-07,26,961.0
2013-07-07,27,1724.0
2013-07-07,28,1570.0
2013-07-07,30,637.0
2013-07-07,31,1518.0
2013-07-07,32,756.0
2013-07-07,33,1339.0
2013-07-07,34,2396.0
2013-07-07,35,663.0
2013-07-07,36,1167.0
2013-07-07,37,1220.0
2013-07-07,38,2295.0
2013-07-07,39,1631.0
2013-07-07,40,1221.0
2013-07-07,41,1314.0
2013-07-07,43,1332.0
2013-07-07,44,4589.0
2013-07-07,45,4264.0
2013-07-07,46,4540.0
2013-07-07,47,4449.0
2013-07-07,48,4084.0
2013-07-07,49,2631.0
2013-07-07,50,3316.0
2013-07-07,51,1858.0
2013-07-07,54,1190.0
2013-07-08,1,1826.0
2013-07-08,2,1824.0
2013-07-08,3,3094.0
2013-07-08,4,1451.0
2013-07-08,5,1499.0
2013-07-08,6,1734.0
2013-07-08,7,1841.0
2013-07-08,8,2804.0
2013-07-08,9,2288.0
2013-07-08,10,1173.0
2013-07-08,11,2552.0
2013-07-08,12,1299.0
2013-07-08,13,965.0
2013-07-08,14,1695.0
2013-07-08,15,1573.0
2013-07-08,16,1115.0
2013-07-08,17,1323.0
2013-07-08,18,1419.0
2013-07-08,19,1232.0
2013-07-08,23,1174.0
2013-07-08,24,2273.0
2013-07-08,25,609.0
2013-07-08,26,714.0
2013-07-08,27,1097.0
2013-07-08,28,1006.0
2013-07-08,31,1286.0
2013-07-08,32,726.0
2013-07-08,33,1192.0
2013-07-08,34,2371.0
2013-07-08,35,501.0
2013-07-08,36,869.0
2013-07-08,37,1421.0
2013-07-08,38,1550.0
2013-07-08,39,1378.0
2013-07-08,40,1330.0
2013-07-08,41,802.0
2013-07-08,43,1290.0
2013-07-08,44,3725.0
2013-07-08,45,3369.0
2013-07-08,46,3181.0
2013-07-08,47,3358.0
2013-07-08,48,2527.0
2013-07-08,49,1883.0
2013-07-08,50,2636.0
2013-07-08,51,1593.0
2013-07-08,54,896.0
2013-07-09,1,1804.0
2013-07-09,2,1704.0
2013-07-09,3,2801.0
2013-07-09,4,1398.0
2013-07-09,5,1389.0
2013-07-09,6,1641.0
2013-07-09,7,1656.0
2013-07-09,8,2795.0
2013-07-09,9,2171.0
2013-07-09,10,1231.0
2013-07-09,11,2484.0
2013-07-09,12,1253.0
2013-07-09,13,1016.0
2013-07-09,14,1495.0
2013-07-09,15,1421.0
2013-07-09,16,960.0
2013-07-09,17,1284.0
2013-07-09,18,1402.0
2013-07-09,19,1101.0
2013-07-09,23,1119.0
2013-07-09,24,2346.0
2013-07-09,25,588.0
2013-07-09,26,654.0
2013-07-09,27,1048.0
2013-07-09,28,1072.0
2013-07-09,31,1306.0
2013-07-09,32,692.0
2013-07-09,33,1182.0
2013-07-09,34,2279.0
2013-07-09,35,497.0
2013-07-09,36,871.0
2013-07-09,37,1388.0
2013-07-09,38,1458.0
2013-07-09,39,1398.0
2013-07-09,40,1158.0
2013-07-09,41,757.0
2013-07-09,43,1163.0
2013-07-09,44,
2013-07-09,45,2996.0
2013-07-09,46,2840.0
2013-07-09,47,3032.0
2013-07-09,48,2246.0
2013-07-09,49,1755.0
2013-07-09,50,2363.0
2013-07-09,51,1513.0
2013-07-09,54,783.0
2013-07-10,1,1761.0
2013-07-10,2,1869.0
2013-07-10,3,2999.0
2013-07-10,4,1426.0
2013-07-10,5,1398.0
2013-07-10,6,1597.0
2013-07-10,7,1834.0
2013-07-10,8,2766.0
2013-07-10,9,1937.0
2013-07-10,10,993.0
2013-07-10,11,2242.0
2013-07-10,12,1218.0
2013-07-10,13,944.0
2013-07-10,14,1526.0
2013-07-10,15,1407.0
2013-07-10,16,912.0
2013-07-10,17,1112.0
2013-07-10,18,1263.0
2013-07-10,19,1164.0
2013-07-10,23,1186.0
2013-07-10,24,2411.0
2013-07-10,25,688.0
2013-07-10,26,700.0
2013-07-10,27,1161.0
2013-07-10,28,884.0
2013-07-10,31,1129.0
2013-07-10,32,600.0
2013-07-10,33,1038.0
2013-07-10,34,2060.0
2013-07-10,35,466.0
2013-07-10,36,809.0
2013-07-10,37,1560.0
2013-07-10,38,1634.0
2013-07-10,39,1203.0
2013-07-10,40,1046.0
2013-07-10,41,749.0
2013-07-10,43,1113.0
2013-07-10,44,3820.0
2013-07-10,45,3227.0
2013-07-10,46,2952.0
2013-07-10,47,3301.0
2013-07-10,48,2328.0
2013-07-10,49,1943.0
2013-07-10,50,2429.0
2013-07-10,51,1788.0
2013-07-10,54,726.0
2013-07-11,1,1668.0
2013-07-11,2,1671.0
2013-07-11,3,2758.0
2013-07-11,4,1329.0
2013-07-11,5,1283.0
2013-07-11,6,1533.0
2013-07-11,7,1665.0
2013-07-11,8,2541.0
2013-07-11,9,2035.0
2013-07-11,10,1027.0
2013-07-11,11,2233.0
2013-07-11,12,1219.0
2013-07-11,13,858.0
2013-07-11,14,1438.0
2013-07-11,15,1331.0
2013-07-11,16,866.0
2013-07-11,17,1134.0
2013-07-11,18,1304.0
2013-07-11,19,1037.0
2013-07-11,23,1067.0
2013-07-11,24,2227.0
2013-07-11,25,621.0
2013-07-11,26,609.0
2013-07-11,27,1000.0
2013-07-11,28,869.0
2013-07-11,31,1142.0
2013-07-11,32,651.0
2013-07-11,33,1027.0
2013-07-11,34,2051.0
2013-07-11,35,447.0
2013-07-11,36,856.0
2013-07-11,37,1426.0
2013-07-11,38,1386.0
2013-07-11,39,1339.0
2013-07-11,40,976.0
2013-07-11,41,684.0
2013-07-11,43,1048.0
2013-07-11,44,3445.0
2013-07-11,45,2793.0
2013-07-11,46,2737.0
2013-07-11,47,3011.0
2013-07-11,48,2259.0
2013-07-11,49,1691.0
2013-07-11,50,2271.0
2013-07-11,51,1440.0
2013-07-11,54,659.0
2013-07-12,1,1749.0
2013-07-12,2,1852.0
2013-07-12,3,3059.0
2013-07-12,4,1466.0
2013-07-12,5,1377.0
2013-07-12,6,1626.0
2013-07-12,7,1860.0
2013-07-12,8,2752.0
2013-07-12,9,1874.0
2013-07-12,10,894.0
2013-07-12,11,2292.0
2013-07-12,12,1162.0
2013-07-12,13,886.0
2013-07-12,14,1335.0
2013-07-12,15,1338.0
2013-07-12,16,880.0
2013-07-12,17,1110.0
2013-07-12,18,1205.0
2013-07-12,19,1071.0
2013-07-12,23,1151.0
2013-07-12,24,2489.0
2013-07-12,25,778.0
2013-07-12,26,656.0
2013-07-12,27,1077.0
2013-07-12,28,852.0
2013-07-12,31,1071.0
2013-07-12,32,633.0
2013-07-12,33,888.0
2013-07-12,34,2405.0
2013-07-12,35,453.0
2013-07-12,36,764.0
2013-07-12,37,1487.0
2013-07-12,38,1614.0
2013-07-12,39,1288.0
2013-07-12,40,968.0
2013-07-12,41,784.0
2013-07-12,43,1321.0
2013-07-12,44,3978.0
2013-07-12,45,3315.0
2013-07-12,46,3004.0
2013-07-12,47,3294.0
2013-07-12,48,2405.0
2013-07-12,49,1938.0
2013-07-12,50,2440.0
2013-07-12,51,1728.0
2013-07-12,54,692.0
2013-07-13,1,1219.0
2013-07-13,2,2082.0
2013-07-13,3,3458.0
2013-07-13,4,1717.0
2013-07-13,5,1536.0
2013-07-13,6,2026.0
2013-07-13,7,1727.0
2013-07-13,8,2948.0
2013-07-13,9,2477.0
2013-07-13,10,1304.0
2013-07-13,11,2705.0
2013-07-13,12,1371.0
2013-07-13,13,1252.0
2013-07-13,14,1879.0
2013-07-13,15,1333.0
2013-07-13,16,1109.0
2013-07-13,17,1478.0
2013-07-13,18,1256.0
2013-07-13,19,1780.0
2013-07-13,23,1162.0
2013-07-13,24,2591.0
2013-07-13,25,1010.0
2013-07-13,26,904.0
2013-07-13,27,1496.0
2013-07-13,28,1164.0
2013-07-13,31,1444.0
2013-07-13,32,797.0
2013-07-13,33,1211.0
2013-07-13,34,2676.0
2013-07-13,35,548.0
2013-07-13,36,978.0
2013-07-13,37,1592.0
2013-07-13,38,2165.0
2013-07-13,39,1693.0
2013-07-13,40,1214.0
2013-07-13,41,1039.0
2013-07-13,43,1226.0
2013-07-13,44,4514.0
2013-07-13,45,3998.0
2013-07-13,46,4180.0
2013-07-13,47,3848.0
2013-07-13,48,3503.0
2013-07-13,49,2421.0
2013-07-13,50,3190.0
2013-07-13,51,1957.0
2013-07-13,54,885.0
2013-07-14,1,434.0
2013-07-14,2,1898.0
2013-07-14,3,3222.0
2013-07-14,4,1629.0
2013-07-14,5,1455.0
2013-07-14,6,1969.0
2013-07-14,7,1373.0
2013-07-14,8,2523.0
2013-07-14,9,2227.0
2013-07-14,10,957.0
2013-07-14,11,2365.0
2013-07-14,12,1094.0
2013-07-14,13,849.0
2013-07-14,14,1072.0
2013-07-14,15,933.0
2013-07-14,16,1184.0
2013-07-14,17,1389.0
2013-07-14,18,1202.0
2013-07-14,19,1153.0
2013-07-14,23,1079.0
2013-07-14,24,2011.0
2013-07-14,25,632.0
2013-07-14,26,960.0
2013-07-14,27,1742.0
2013-07-14,28,1488.0
2013-07-14,31,1449.0
2013-07-14,32,737.0
2013-07-14,33,1251.0
2013-07-14,34,2515.0
2013-07-14,35,590.0
2013-07-14,36,1129.0
2013-07-14,37,1167.0
2013-07-14,38,2209.0
2013-07-14,39,1587.0
2013-07-14,40,1151.0
2013-07-14,41,1189.0
2013-07-14,43,1243.0
2013-07-14,44,4383.0
2013-07-14,45,4135.0
2013-07-14,46,4058.0
2013-07-14,47,4077.0
2013-07-14,48,3715.0
2013-07-14,49,2306.0
2013-07-14,50,2958.0
2013-07-14,51,1923.0
2013-07-14,54,1010.0
2013-07-15,1,1781.0
2013-07-15,2,1725.0
2013-07-15,3,3052.0
2013-07-15,4,1406.0
2013-07-15,5,1544.0
2013-07-15,6,1740.0
2013-07-15,7,1792.0
2013-07-15,8,2778.0
2013-07-15,9,2266.0
2013-07-15,10,1103.0
2013-07-15,11,2424.0
2013-07-15,12,1260.0
2013-07-15,13,962.0
2013-07-15,14,1542.0
2013-07-15,15,1341.0
2013-07-15,16,1019.0
2013-07-15,17,1300.0
2013-07-15,18,1387.0
2013-07-15,19,1167.0
2013-07-15,23,1161.0
2013-07-15,24,2467.0
2013-07-15,25,670.0
2013-07-15,26,816.0
2013-07-15,27,1151.0
2013-07-15,28,1107.0
2013-07-15,31,1202.0
2013-07-15,32,745.0
2013-07-15,33,1174.0
2013-07-15,34,2446.0
2013-07-15,35,598.0
2013-07-15,36,883.0
2013-07-15,37,1414.0
2013-07-15,38,1481.0
2013-07-15,39,1372.0
2013-07-15,40,1275.0
2013-07-15,41,746.0
2013-07-15,43,1247.0
2013-07-15,44,3815.0
2013-07-15,45,3411.0
2013-07-15,46,3240.0
2013-07-15,47,3369.0
2013-07-15,48,2686.0
2013-07-15,49,1897.0
2013-07-15,50,2398.0
2013-07-15,51,1607.0
2013-07-15,54,750.0
2013-07-16,1,1904.0
2013-07-16,2,1819.0
2013-07-16,3,2953.0
2013-07-16,4,1460.0
2013-07-16,5,1431.0
2013-07-16,6,1725.0
2013-07-16,7,1722.0
2013-07-16,8,2775.0
2013-07-16,9,2298.0
2013-07-16,10,1197.0
2013-07-16,11,2429.0
2013-07-16,12,1256.0
2013-07-16,13,923.0
2013-07-16,14,1448.0
2013-07-16,15,1339.0
2013-07-16,16,971.0
2013-07-16,17,1352.0
2013-07-16,18,1477.0
2013-07-16,19,1064.0
2013-07-16,23,1131.0
2013-07-16,24,2440.0
2013-07-16,25,619.0
2013-07-16,26,800.0
2013-07-16,27,1085.0
2013-07-16,28,1143.0
2013-07-16,31,1207.0
2013-07-16,32,729.0
2013-07-16,33,1169.0
2013-07-16,34,2327.0
2013-07-16,35,658.0
2013-07-16,36,999.0
2013-07-16,37,1448.0
2013-07-16,38,1593.0
2013-07-16,39,1346.0
2013-07-16,40,1238.0
2013-07-16,41,764.0
2013-07-16,43,1220.0
2013-07-16,44,3860.0
2013-07-16,45,3040.0
2013-07-16,46,3086.0
2013-07-16,47,3289.0
2013-07-16,48,2471.0
2013-07-16,49,1752.0
2013-07-16,50,2473.0
2013-07-16,51,1568.0
2013-07-16,54,757.0
2013-07-17,1,1846.0
2013-07-17,2,1886.0
2013-07-17,3,3078.0
2013-07-17,4,1516.0
2013-07-17,5,1501.0
2013-07-17,6,1713.0
2013-07-17,7,1726.0
2013-07-17,8,2789.0
2013-07-17,9,2112.0
2013-07-17,10,979.0
2013-07-17,11,2176.0
2013-07-17,12,1244.0
2013-07-17,13,874.0
2013-07-17,14,1337.0
2013-07-17,15,1265.0
2013-07-17,16,968.0
2013-07-17,17,1145.0
2013-07-17,18,1331.0
2013-07-17,19,1184.0
2013-07-17,23,1151.0
2013-07-17,24,2630.0
2013-07-17,25,685.0
2013-07-17,26,795.0
2013-07-17,27,1183.0
2013-07-17,28,884.0
2013-07-17,31,1037.0
2013-07-17,32,653.0
2013-07-17,33,990.0
2013-07-17,34,2175.0
2013-07-17,35,519.0
2013-07-17,36,773.0
2013-07-17,37,1571.0
2013-07-17,38,1588.0
2013-07-17,39,1234.0
2013-07-17,40,1077.0
2013-07-17,41,798.0
2013-07-17,43,1075.0
2013-07-17,44,3889.0
2013-07-17,45,3176.0
2013-07-17,46,2987.0
2013-07-17,47,3272.0
2013-07-17,48,2440.0
2013-07-17,49,1882.0
2013-07-17,50,2294.0
2013-07-17,51,1748.0
2013-07-17,54,683.0
2013-07-18,1,1700.0
2013-07-18,2,1651.0
2013-07-18,3,2634.0
2013-07-18,4,1342.0
2013-07-18,5,1381.0
2013-07-18,6,1536.0
2013-07-18,7,1701.0
2013-07-18,8,2590.0
2013-07-18,9,2126.0
2013-07-18,10,982.0
2013-07-18,11,2261.0
2013-07-18,12,1182.0
2013-07-18,13,895.0
2013-07-18,14,1359.0
2013-07-18,15,1247.0
2013-07-18,16,845.0
2013-07-18,17,1183.0
2013-07-18,18,1294.0
2013-07-18,19,982.0
2013-07-18,23,1103.0
2013-07-18,24,2301.0
2013-07-18,25,647.0
2013-07-18,26,613.0
2013-07-18,27,1028.0
2013-07-18,28,879.0
2013-07-18,31,1075.0
2013-07-18,32,690.0
2013-07-18,33,946.0
2013-07-18,34,2155.0
2013-07-18,35,564.0
2013-07-18,36,821.0
2013-07-18,37,1431.0
2013-07-18,38,1431.0
2013-07-18,39,1340.0
2013-07-18,40,968.0
2013-07-18,41,728.0
2013-07-18,43,1106.0
2013-07-18,44,3445.0
2013-07-18,45,2836.0
2013-07-18,46,2857.0
2013-07-18,47,2807.0
2013-07-18,48,2395.0
2013-07-18,49,1780.0
2013-07-18,50,2323.0
2013-07-18,51,1522.0
2013-07-18,54,717.0
2013-07-19,1,1752.0
2013-07-19,2,1803.0
2013-07-19,3,3110.0
2013-07-19,4,1488.0
2013-07-19,5,1477.0
2013-07-19,6,1641.0
2013-07-19,7,1835.0
2013-07-19,8,2875.0
2013-07-19,9,1846.0
2013-07-19,10,981.0
2013-07-19,11,2266.0
2013-07-19,12,1125.0
2013-07-19,13,906.0
2013-07-19,14,1301.0
2013-07-19,15,1187.0
2013-07-19,16,860.0
2013-07-19,17,1151.0
2013-07-19,18,1263.0
2013-07-19,19,1070.0
2013-07-19,23,1133.0
2013-07-19,24,2544.0
2013-07-19,25,795.0
2013-07-19,26,684.0
2013-07-19,27,1093.0
2013-07-19,28,822.0
2013-07-19,31,1052.0
2013-07-19,32,631.0
2013-07-19,33,876.0
2013-07-19,34,2273.0
2013-07-19,35,484.0
2013-07-19,36,735.0
2013-07-19,37,1522.0
2013-07-19,38,1653.0
2013-07-19,39,1297.0
2013-07-19,40,975.0
2013-07-19,41,791.0
2013-07-19,43,1276.0
2013-07-19,44,3861.0
2013-07-19,45,3373.0
2013-07-19,46,3023.0
2013-07-19,47,3245.0
2013-07-19,48,2409.0
2013-07-19,49,1939.0
2013-07-19,50,2387.0
2013-07-19,51,1665.0
2013-07-19,54,756.0
2013-07-20,1,1336.0
2013-07-20,2,1850.0
2013-07-20,3,3498.0
2013-07-20,4,1637.0
2013-07-20,5,1513.0
2013-07-20,6,2014.0
2013-07-20,7,1711.0
2013-07-20,8,2883.0
2013-07-20,9,2359.0
2013-07-20,10,1243.0
2013-07-20,11,2530.0
2013-07-20,12,1353.0
2013-07-20,13,1213.0
2013-07-20,14,1900.0
2013-07-20,15,1303.0
2013-07-20,16,1131.0
2013-07-20,17,1456.0
2013-07-20,18,1238.0
2013-07-20,19,1844.0
2013-07-20,23,1170.0
2013-07-20,24,2562.0
2013-07-20,25,967.0
2013-07-20,26,817.0
2013-07-20,27,1483.0
2013-07-20,28,1227.0
2013-07-20,31,1519.0
2013-07-20,32,817.0
2013-07-20,33,1276.0
2013-07-20,34,2812.0
2013-07-20,35,601.0
2013-07-20,36,1075.0
2013-07-20,37,1505.0
2013-07-20,38,2102.0
2013-07-20,39,1639.0
2013-07-20,40,1212.0
2013-07-20,41,1009.0
2013-07-20,43,1240.0
2013-07-20,44,4411.0
2013-07-20,45,4102.0
2013-07-20,46,4222.0
2013-07-20,47,4037.0
2013-07-20,48,3312.0
2013-07-20,49,2400.0
2013-07-20,50,3158.0
2013-07-20,51,2036.0
2013-07-20,54,930.0
2013-07-21,1,448.0
2013-07-21,2,1716.0
2013-07-21,3,3260.0
2013-07-21,4,1664.0
2013-07-21,5,1450.0
2013-07-21,6,2039.0
2013-07-21,7,1376.0
2013-07-21,8,2581.0
2013-07-21,9,2158.0
2013-07-21,10,897.0
2013-07-21,11,2141.0
2013-07-21,12,1137.0
2013-07-21,13,848.0
2013-07-21,14,1024.0
2013-07-21,15,992.0
2013-07-21,16,1202.0
2013-07-21,17,1293.0
2013-07-21,18,1333.0
2013-07-21,19,1073.0
2013-07-21,23,1081.0
2013-07-21,24,1933.0
2013-07-21,25,693.0
2013-07-21,26,925.0
2013-07-21,27,1721.0
2013-07-21,28,1480.0
2013-07-21,31,1563.0
2013-07-21,32,721.0
2013-07-21,33,1221.0
2013-07-21,34,2360.0
2013-07-21,35,627.0
2013-07-21,36,1086.0
2013-07-21,37,1105.0
2013-07-21,38,2161.0
2013-07-21,39,1423.0
2013-07-21,40,1057.0
2013-07-21,41,1253.0
2013-07-21,43,1295.0
2013-07-21,44,4373.0
2013-07-21,45,3884.0
2013-07-21,46,4306.0
2013-07-21,47,3976.0
2013-07-21,48,3744.0
2013-07-21,49,2256.0
2013-07-21,50,2941.0
2013-07-21,51,1862.0
2013-07-21,54,1120.0
2013-07-22,1,1753.0
2013-07-22,2,1836.0
2013-07-22,3,2903.0
2013-07-22,4,1414.0
2013-07-22,5,1543.0
2013-07-22,6,1706.0
2013-07-22,7,1775.0
2013-07-22,8,2772.0
2013-07-22,9,2216.0
2013-07-22,10,1046.0
2013-07-22,11,2330.0
2013-07-22,12,1284.0
2013-07-22,13,967.0
2013-07-22,14,1589.0
2013-07-22,15,1578.0
2013-07-22,16,1067.0
2013-07-22,17,1279.0
2013-07-22,18,1366.0
2013-07-22,19,1305.0
2013-07-22,23,1159.0
2013-07-22,24,2461.0
2013-07-22,25,657.0
2013-07-22,26,671.0
2013-07-22,27,1154.0
2013-07-22,28,1029.0
2013-07-22,31,1190.0
2013-07-22,32,662.0
2013-07-22,33,1084.0
2013-07-22,34,2280.0
2013-07-22,35,533.0
2013-07-22,36,872.0
2013-07-22,37,1512.0
2013-07-22,38,1543.0
2013-07-22,39,1456.0
2013-07-22,40,1277.0
2013-07-22,41,773.0
2013-07-22,43,1213.0
2013-07-22,44,3773.0
2013-07-22,45,3206.0
2013-07-22,46,3197.0
2013-07-22,47,3278.0
2013-07-22,48,2539.0
2013-07-22,49,1804.0
2013-07-22,50,2350.0
2013-07-22,51,1547.0
2013-07-22,54,822.0
2013-07-23,1,1794.0
2013-07-23,2,1805.0
2013-07-23,3,2960.0
2013-07-23,4,1383.0
2013-07-23,5,1403.0
2013-07-23,6,1773.0
2013-07-23,7,1672.0
2013-07-23,8,2702.0
2013-07-23,9,2073.0
2013-07-23,10,1171.0
2013-07-23,11,2262.0
2013-07-23,12,1213.0
2013-07-23,13,921.0
2013-07-23,14,1458.0
2013-07-23,15,1470.0
2013-07-23,16,1021.0
2013-07-23,17,
2013-07-23,18,1385.0
2013-07-23,19,1109.0
2013-07-23,23,1144.0
2013-07-23,24,2408.0
2013-07-23,25,659.0
2013-07-23,26,679.0
2013-07-23,27,1138.0
2013-07-23,28,1033.0
2013-07-23,31,1257.0
2013-07-23,32,688.0
2013-07-23,33,1080.0
2013-07-23,34,2159.0
2013-07-23,35,552.0
2013-07-23,36,894.0
2013-07-23,37,1379.0
2013-07-23,38,1491.0
2013-07-23,39,1485.0
2013-07-23,40,1141.0
2013-07-23,41,777.0
2013-07-23,43,1105.0
2013-07-23,44,3576.0
2013-07-23,45,3107.0
2013-07-23,46,3004.0
2013-07-23,47,3212.0
2013-07-23,48,2385.0
2013-07-23,49,1822.0
2013-07-23,50,2348.0
2013-07-23,51,1527.0
2013-07-23,54,749.0
2013-07-24,1,1796.0
2013-07-24,2,1881.0
2013-07-24,3,3015.0
2013-07-24,4,1480.0
2013-07-24,5,1480.0
2013-07-24,6,1702.0
2013-07-24,7,1783.0
2013-07-24,8,2811.0
2013-07-24,9,1921.0
2013-07-24,10,932.0
2013-07-24,11,2254.0
2013-07-24,12,1151.0
2013-07-24,13,927.0
2013-07-24,14,1458.0
2013-07-24,15,1347.0
2013-07-24,16,898.0
2013-07-24,17,1184.0
2013-07-24,18,1207.0
2013-07-24,19,1236.0
2013-07-24,23,1230.0
2013-07-24,24,2457.0
2013-07-24,25,725.0
2013-07-24,26,574.0
2013-07-24,27,1140.0
2013-07-24,28,678.0
2013-07-24,31,955.0
2013-07-24,32,522.0
2013-07-24,33,928.0
2013-07-24,34,2053.0
2013-07-24,35,473.0
2013-07-24,36,799.0
2013-07-24,37,1546.0
2013-07-24,38,1645.0
2013-07-24,39,1273.0
2013-07-24,40,1050.0
2013-07-24,41,774.0
2013-07-24,43,1063.0
2013-07-24,44,3882.0
2013-07-24,45,3139.0
2013-07-24,46,3161.0
2013-07-24,47,3255.0
2013-07-24,48,2460.0
2013-07-24,49,1919.0
2013-07-24,50,2299.0
2013-07-24,51,1731.0
2013-07-24,54,682.0
2013-07-25,1,1697.0
2013-07-25,2,1786.0
2013-07-25,3,2792.0
2013-07-25,4,1347.0
2013-07-25,5,1304.0
2013-07-25,6,1532.0
2013-07-25,7,1626.0
2013-07-25,8,2548.0
2013-07-25,9,2032.0
2013-07-25,10,1005.0
2013-07-25,11,2312.0
2013-07-25,12,1287.0
2013-07-25,13,927.0
2013-07-25,14,1552.0
2013-07-25,15,1352.0
2013-07-25,16,876.0
2013-07-25,17,1104.0
2013-07-25,18,1267.0
2013-07-25,19,1200.0
2013-07-25,23,1088.0
2013-07-25,24,1834.0
2013-07-25,25,757.0
2013-07-25,26,700.0
2013-07-25,27,1533.0
2013-07-25,28,1031.0
2013-07-25,31,1203.0
2013-07-25,32,627.0
2013-07-25,33,920.0
2013-07-25,34,1877.0
2013-07-25,35,527.0
2013-07-25,36,909.0
2013-07-25,37,1416.0
2013-07-25,38,1421.0
2013-07-25,39,1276.0
2013-07-25,40,1046.0
2013-07-25,41,791.0
2013-07-25,43,1082.0
2013-07-25,44,3524.0
2013-07-25,45,2778.0
2013-07-25,46,2908.0
2013-07-25,47,3003.0
2013-07-25,48,2415.0
2013-07-25,49,1804.0
2013-07-25,50,2319.0
2013-07-25,51,1691.0
2013-07-25,54,734.0
2013-07-26,1,1808.0
2013-07-26,2,1868.0
2013-07-26,3,3040.0
2013-07-26,4,1493.0
2013-07-26,5,1386.0
2013-07-26,6,1665.0
2013-07-26,7,1833.0
2013-07-26,8,2709.0
2013-07-26,9,1993.0
2013-07-26,10,919.0
2013-07-26,11,2235.0
2013-07-26,12,1258.0
2013-07-26,13,1014.0
2013-07-26,14,1366.0
2013-07-26,15,1253.0
2013-07-26,16,861.0
2013-07-26,17,1099.0
2013-07-26,18,1141.0
2013-07-26,19,1287.0
2013-07-26,23,1129.0
2013-07-26,24,2461.0
2013-07-26,25,895.0
2013-07-26,26,707.0
2013-07-26,27,1088.0
2013-07-26,28,796.0
2013-07-26,31,1014.0
2013-07-26,32,589.0
2013-07-26,33,891.0
2013-07-26,34,2414.0
2013-07-26,35,452.0
2013-07-26,36,767.0
2013-07-26,37,1588.0
2013-07-26,38,1634.0
2013-07-26,39,1333.0
2013-07-26,40,995.0
2013-07-26,41,812.0
2013-07-26,43,1352.0
2013-07-26,44,4003.0
2013-07-26,45,3319.0
2013-07-26,46,3247.0
2013-07-26,47,3199.0
2013-07-26,48,2479.0
2013-07-26,49,1899.0
2013-07-26,50,2532.0
2013-07-26,51,1625.0
2013-07-26,54,822.0
2013-07-27,1,1247.0
2013-07-27,2,1961.0
2013-07-27,3,3333.0
2013-07-27,4,1582.0
2013-07-27,5,1551.0
2013-07-27,6,2008.0
2013-07-27,7,1651.0
2013-07-27,8,2723.0
2013-07-27,9,2478.0
2013-07-27,10,1160.0
2013-07-27,11,2341.0
2013-07-27,12,1356.0
2013-07-27,13,1249.0
2013-07-27,14,1848.0
2013-07-27,15,1363.0
2013-07-27,16,1057.0
2013-07-27,17,1456.0
2013-07-27,18,1197.0
2013-07-27,19,1869.0
2013-07-27,23,1183.0
2013-07-27,24,2547.0
2013-07-27,25,1092.0
2013-07-27,26,814.0
2013-07-27,27,1636.0
2013-07-27,28,1182.0
2013-07-27,31,1533.0
2013-07-27,32,748.0
2013-07-27,33,1201.0
2013-07-27,34,2694.0
2013-07-27,35,612.0
2013-07-27,36,976.0
2013-07-27,37,1503.0
2013-07-27,38,2168.0
2013-07-27,39,1635.0
2013-07-27,40,1122.0
2013-07-27,41,993.0
2013-07-27,43,1285.0
2013-07-27,44,4413.0
2013-07-27,45,3930.0
2013-07-27,46,4138.0
2013-07-27,47,3982.0
2013-07-27,48,3402.0
2013-07-27,49,2371.0
2013-07-27,50,3182.0
2013-07-27,51,1919.0
2013-07-27,54,941.0
2013-07-28,1,439.0
2013-07-28,2,1755.0
2013-07-28,3,3221.0
2013-07-28,4,1572.0
2013-07-28,5,1429.0
2013-07-28,6,2047.0
2013-07-28,7,1421.0
2013-07-28,8,2531.0
2013-07-28,9,2087.0
2013-07-28,10,825.0
2013-07-28,11,2154.0
2013-07-28,12,1183.0
2013-07-28,13,887.0
2013-07-28,14,1062.0
2013-07-28,15,996.0
2013-07-28,16,1238.0
2013-07-28,17,1267.0
2013-07-28,18,1102.0
2013-07-28,19,1099.0
2013-07-28,23,1101.0
2013-07-28,24,1964.0
2013-07-28,25,668.0
2013-07-28,26,831.0
2013-07-28,27,1819.0
2013-07-28,28,1423.0
2013-07-28,31,1478.0
2013-07-28,32,697.0
2013-07-28,33,1074.0
2013-07-28,34,2454.0
